,listing_id,title,make,model,type_of_vehicle,category,transmission,fuel_type
3694,1016866,Mercedes-Benz GLA-Class GLA180 Urban Edition,mercedes-benz,gla180,suv,"parf car, low mileage car",auto,unknown
3695,1015219,Toyota Wish 2.0A ,toyota,wish,mpv,coe car,auto,unknown
3696,1011104,Subaru Forester 2.5XT ,subaru,forester,suv,coe car,auto,unknown
3697,1015633,Honda Shuttle 1.5A G Honda Sensing,undetermined,shuttle,stationwagon,"parf car, premium ad car",auto,unknown
3698,990248,Honda Civic 1.8A VTi-S ,honda,civic,mid-sized sedan,"coe car, premium ad car, low mileage car",auto,unknown
3699,985107,BMW 5 Series 523i ,bmw,523i,luxury sedan,"coe car, premium ad car",auto,unknown
3700,1029081,Jaguar XE 2.0A Prestige,jaguar,xe,luxury sedan,parf car,auto,unknown
3701,1026219,Land Rover Range Rover Evoque 2.0A 5DR,land rover,range,suv,"parf car, premium ad car, low mileage car",auto,unknown
3702,1007200,Mercedes-Benz S-Class S450L,mercedes-benz,s450,luxury sedan,"parf car, rare & exotic",auto,unknown
3703,1030223,Mercedes-Benz E-Class E250 Edition E,mercedes-benz,e250,luxury sedan,"parf car, premium ad car",auto,unknown
3704,993981,Honda Civic 1.5A VTEC Turbo Sunroof,honda,civic,mid-sized sedan,"parf car, premium ad car",auto,unknown
3705,1018275,Aston Martin DB9 Coupe 6.0A,aston martin,db9,sports car,"parf car, low mileage car",auto,unknown
3706,1028409,Toyota Hiace 3.0M ,toyota,hiace,van,"coe car, direct owner sale",manual,diesel
3707,1011271,Mercedes-Benz CLA-Class CLA180,mercedes-benz,cla180,luxury sedan,parf car,auto,unknown
3708,1011153,Mazda 3 1.5A,mazda,3,mid-sized sedan,"parf car, premium ad car",auto,unknown
3709,1017215,Mazda 6 2.0A Executive,mazda,2,luxury sedan,"parf car, premium ad car, sgcarmart warranty cars",auto,unknown
3710,1001865,Toyota Picnic 2.0A ,toyota,picnic,mpv,coe car,auto,unknown
3711,1029011,Audi S5 Coupe 3.0A TFSI Quattro S-Tronic,audi,s5,sports car,"parf car, premium ad car",auto,unknown
3712,996678,Mercedes-Benz GLB-Class GLB200 AMG Line Premium,undetermined,amg,suv,"parf car, almost new car, premium ad car, low mileage car",auto,unknown
3713,1031141,Kia Cerato K3 1.6A,kia,cerato,mid-sized sedan,"parf car, premium ad car",auto,unknown
3714,1030516,Land Rover Discovery Sport 2.0A Si4 SE 7-Seater,land rover,discovery,suv,"parf car, premium ad car",auto,unknown
3715,1010299,Mercedes-Benz E-Class E200 Avantgarde,mercedes-benz,e200,luxury sedan,"parf car, premium ad car",auto,unknown
3716,1005503,Mitsubishi Attrage 1.2A Sports,mitsubishi,attrage,mid-sized sedan,"parf car, premium ad car, low mileage car",auto,unknown
3717,1021658,Mitsubishi Attrage 1.2A,mitsubishi,attrage,mid-sized sedan,"parf car, premium ad car",auto,unknown
3718,1017108,Toyota Hiace 3.0M ,toyota,hiace,van,"coe car, premium ad car",manual,diesel
3719,958150,Toyota Hiace 3.0M,toyota,hiace,van,"almost new car, premium ad car",manual,diesel
3720,1031194,Honda Odyssey 2.4A EXV-S Navi Res Sunroof,honda,e,mpv,"parf car, low mileage car",auto,unknown
3721,997191,Audi A6 1.8A TFSI Ultra S-tronic,audi,a6,luxury sedan,parf car,auto,unknown
3722,983832,Mitsubishi Fuso Canter FEB21,mitsubishi,fuso,truck,-,auto,diesel
3723,1021014,Nissan NV200 1.5M,nissan,nv200,van,premium ad car,manual,diesel
3724,1018197,Toyota Dyna 150 3.0M,toyota,dyna,truck,-,manual,diesel
3725,1028810,Subaru Impreza WRX 2.5M ,subaru,impreza,sports car,"coe car, premium ad car",manual,unknown
3726,1031210,Honda Shuttle Hybrid 1.5A,honda,shuttle,stationwagon,"parf car, hybrid cars",auto,petrol-electric
3727,988586,Hyundai Avante 1.6A GLS S,hyundai,avante,mid-sized sedan,parf car,auto,unknown
3728,1026553,BMW 5 Series 520i,bmw,520i,luxury sedan,"parf car, premium ad car",auto,unknown
3729,1021557,Land Rover Discovery Sport 2.0A Si4 SE 7-Seater,land rover,discovery,suv,"parf car, direct owner sale",auto,unknown
3730,988167,Mercedes-Benz C-Class C200 Avantgarde,mercedes-benz,c200,luxury sedan,parf car,auto,unknown
3731,995810,Honda Vezel 1.5A X,undetermined,vezel,suv,"parf car, sgcarmart warranty cars",auto,unknown
3732,1014602,Honda Vezel 1.5A X,honda,vezel,suv,"parf car, premium ad car",auto,unknown
3733,999959,Kia Cerato K3 1.6A EX,kia,cerato,mid-sized sedan,parf car,auto,unknown
3734,1027409,Mazda 3 1.6A Luxury ,mazda,3,mid-sized sedan,"coe car, premium ad car",auto,unknown
3735,1027844,Hyundai Elantra 1.6A ,undetermined,elantra,mid-sized sedan,"coe car, premium ad car",auto,unknown
3736,1028762,Mercedes-Benz C-Class C180K Avantgarde ,mercedes-benz,c180,luxury sedan,"coe car, direct owner sale, low mileage car",auto,unknown
3737,1016809,BMW 7 Series 740i M-Sport,bmw,740i,luxury sedan,"parf car, premium ad car",auto,unknown
3738,900620,Mercedes-Benz GLB-Class GLB200 AMG Line Premium,mercedes-benz,amg,suv,"imported used vehicle, coe car, low mileage car",auto,unknown
3739,1019098,BMW 2 Series 218i Active Tourer,bmw,218i,hatchback,"parf car, premium ad car, low mileage car",auto,unknown
3740,977220,Nissan NV200 1.5M,nissan,nv200,van,premium ad car,manual,diesel
3741,1022910,Porsche Macan 2.0A PDK Panoramic Roof,porsche,macan,suv,parf car,auto,unknown
3742,1024618,Mitsubishi Lancer 1.6A GLX ,undetermined,lancer,mid-sized sedan,"coe car, low mileage car",auto,unknown
3743,1005667,Volkswagen Transporter 2.0A,volkswagen,transporter,van,almost new car,auto,diesel
3744,1024468,Honda HR-V 1.5A DX,honda,hr-v,suv,parf car,auto,unknown
3745,985432,Jaguar E-PACE 2.0A Prestige,jaguar,e-pace,suv,"parf car, almost new car, premium ad car, low mileage car",auto,unknown
3746,1015116,Mercedes-Benz CLA-Class CLA180 AMG Line,mercedes-benz,amg,luxury sedan,parf car,auto,unknown
3747,1005674,Toyota Wish 1.8A ,undetermined,wish,mpv,"coe car, premium ad car",auto,unknown
3748,1020880,Nissan NV200 1.6A DX,nissan,nv200,van,"almost new car, premium ad car",auto,petrol
3749,994839,BMW 1 Series 118i 5DR Sport ,bmw,118i,hatchback,coe car,auto,unknown
3750,991498,Mercedes-Benz 190E ,mercedes-benz,190e,luxury sedan,"coe car, direct owner sale",auto,unknown
3751,1019941,Toyota Dyna 150 3.0M ,undetermined,dyna,truck,coe car,manual,diesel
3752,1022431,Mazda 6 2.0A,mazda,2,luxury sedan,"parf car, direct owner sale",auto,unknown
3753,1012000,Toyota Wish 1.8A Elegance,undetermined,wish,mpv,"parf car, premium ad car",auto,unknown
3754,1016799,Toyota Harrier 2.0A Elegance Panoramic,toyota,harrier,suv,"parf car, premium ad car",auto,unknown
3755,999760,Mercedes-Benz A-Class A45 S AMG 4MATIC+ Plus,mercedes-benz,a45,sports car,"parf car, almost new car, consignment car, low mileage car",auto,unknown
3756,1024097,Volkswagen Golf R 5DR ,undetermined,golf,sports car,"coe car, premium ad car, low mileage car",auto,unknown
3757,1005917,Toyota Alphard 2.5A S C-Package Moonroof,toyota,alphard,mpv,"parf car, sta evaluated car",auto,unknown
3758,998541,Toyota C-HR Hybrid 1.8A S,toyota,c-hr,suv,"parf car, sta evaluated car, hybrid cars",auto,petrol-electric
3759,1006619,Lexus NX300 Executive,lexus,nx,suv,parf car,auto,unknown
3760,1024835,Volvo S60 T2,volvo,s60,luxury sedan,"parf car, premium ad car",auto,unknown
3761,1010668,Hino XZU710R,hino,xzu710r,truck,premium ad car,manual,diesel
3762,1021400,Mercedes-Benz G-Class G63 AMG 4MATIC,undetermined,amg,suv,"parf car, direct owner sale, rare & exotic",auto,unknown
3763,1022736,Hyundai Avante 1.6A S ,hyundai,avante,mid-sized sedan,"coe car, premium ad car",auto,unknown
3764,1030959,Toyota Vios 1.5A E ,toyota,vios,mid-sized sedan,coe car,auto,unknown
3765,974927,Isuzu FRR90,isuzu,frr90,truck,premium ad car,manual,diesel
3766,998181,Volkswagen Scirocco 1.4A TSI ,volkswagen,scirocco,sports car,coe car,auto,unknown
3767,1009736,Jaguar E-PACE 2.0A Prestige ,jaguar,e-pace,suv,"parf car, premium ad car",auto,unknown
3768,987296,Mitsubishi Eclipse Cross 1.5A Sunroof,mitsubishi,eclipse,suv,"parf car, premium ad car",auto,unknown
3769,1025417,Honda Fit 1.3A GF,undetermined,fit,hatchback,parf car,auto,unknown
3770,1001420,Bentley Flying Spur 4.0A V8,bentley,flying,luxury sedan,"imported used vehicle, parf car, rare & exotic, low mileage car",auto,unknown
3771,1019897,Honda Vezel 1.5A X,honda,vezel,suv,parf car,auto,unknown
3772,1002469,Toyota Wish 1.8A Elegance,toyota,wish,mpv,"parf car, sgcarmart warranty cars",auto,unknown
3773,1005345,Mercedes-Benz GLC-Class GLC250 Coupe AMG Line 4MATIC Premium Plus,mercedes-benz,amg,suv,"parf car, premium ad car",auto,unknown
3774,1014634,Audi A4 2.0A TFSI S-tronic,audi,a4,luxury sedan,parf car,auto,unknown
3775,1015261,Mitsubishi ASX 2.0A,mitsubishi,asx,suv,parf car,auto,unknown
3776,1017646,Mercedes-Benz C-Class C43 Cabriolet AMG 4MATIC,undetermined,amg,sports car,"parf car, premium ad car, low mileage car",auto,unknown
3777,990912,Toyota Hiace 2.8A DX,undetermined,hiace,van,"almost new car, premium ad car, low mileage car",auto,diesel
3778,1021837,Mercedes-Benz CLS-Class CLS350 Shooting Brake,mercedes-benz,cls350,stationwagon,parf car,auto,unknown
3779,1028761,Mazda 2 HB 1.5A R ,mazda,2,hatchback,"coe car, premium ad car, low mileage car",auto,unknown
3780,982980,BMW 3 Series 318i Sunroof ,bmw,318i,luxury sedan,coe car,auto,unknown
3781,1024126,MINI Cooper Cabriolet 1.5A,mini,cooper,sports car,"parf car, direct owner sale",auto,unknown
3782,1028440,Toyota Hiace 3.0M,toyota,hiace,van,"almost new car, premium ad car",manual,diesel
3783,1020360,Mercedes-Benz GLA-Class GLA200 Sport,mercedes-benz,gla200,suv,"parf car, almost new car",auto,unknown
3784,1005546,Rolls-Royce Dawn,rolls-royce,dawn,sports car,"imported used vehicle, parf car, rare & exotic, low mileage car",auto,unknown
3785,1008459,Mercedes-Benz A-Class A35 AMG 4MATIC Premium,mercedes-benz,a35,sports car,"parf car, direct owner sale, almost new car",auto,unknown
3786,999817,Nissan NV200 1.5M,nissan,nv200,van,-,manual,diesel
3787,1003720,Nissan NV350 2.5M,nissan,nv350,van,premium ad car,manual,diesel
3788,1025779,Mercedes-Benz E-Class E300 Coupe Mild Hybrid AMG Line Premium Plus Night Edition,mercedes-benz,amg,sports car,"parf car, direct owner sale, almost new car, low mileage car, hybrid cars",auto,petrol-electric
3789,1025691,Hyundai Elantra 1.6A GLS,undetermined,elantra,mid-sized sedan,parf car,auto,unknown
3790,1030110,Honda Civic 2.0A Si ,honda,civic,mid-sized sedan,"coe car, premium ad car, low mileage car",auto,unknown
3791,935952,Mercedes-Benz C-Class C63 Coupe AMG Black Series,undetermined,amg,sports car,"imported used vehicle, parf car, low mileage car",auto,unknown
3792,1027271,Honda Shuttle Hybrid 1.5A X,undetermined,shuttle,stationwagon,"parf car, premium ad car, hybrid cars, sgcarmart warranty cars",auto,petrol-electric
3793,1025914,Porsche Panamera 3.0A PDK,porsche,panamera,sports car,"parf car, rare & exotic",auto,unknown
3794,1024350,Toyota Vios 1.5A E ,toyota,vios,mid-sized sedan,coe car,auto,unknown
3795,1027014,Toyota Sienta 1.5A G,toyota,sienta,mpv,parf car,auto,unknown
3796,1030840,Mercedes-Benz E-Class E250,mercedes-benz,e250,luxury sedan,"parf car, low mileage car",auto,unknown
3797,972243,Mitsubishi Fuso Canter FEB21,mitsubishi,fuso,truck,premium ad car,manual,diesel
3798,1028472,Nissan Latio 1.5A ,nissan,latio,mid-sized sedan,"coe car, premium ad car",auto,unknown
3799,1027867,Toyota Sienta 1.5A G,toyota,sienta,mpv,"parf car, premium ad car, sgcarmart warranty cars",auto,unknown
3800,1011395,Kia Cerato K3 1.6A EX,kia,cerato,mid-sized sedan,parf car,auto,unknown
3801,988831,Kia Optima K5 2.0A,kia,optima,luxury sedan,parf car,auto,unknown
3802,1013043,Audi A4 1.4A TFSI S-tronic,audi,a4,luxury sedan,"parf car, premium ad car",auto,unknown
3803,1024814,Toyota Hiace 3.0M,toyota,hiace,van,premium ad car,manual,diesel
3804,1008707,Honda Shuttle 1.5A G,undetermined,shuttle,stationwagon,"parf car, premium ad car",auto,unknown
3805,1021371,Nissan NV350 2.5M,nissan,nv350,van,premium ad car,manual,diesel
3806,921683,Honda Fit 1.3A GF,honda,fit,hatchback,"parf car, low mileage car",auto,unknown
3807,965006,Mercedes-Benz GLC-Class GLC300 Coupe Mild Hybrid AMG Line 4MATIC Premium Plus,undetermined,amg,suv,"parf car, almost new car, low mileage car",auto,unknown
3808,996749,Mercedes-Benz C-Class C200K Avantgarde ,mercedes-benz,c200,luxury sedan,"coe car, consignment car",auto,unknown
3809,1025929,Honda Stream 1.8A X ,honda,stream,mpv,"coe car, consignment car",auto,unknown
3810,987499,Mercedes-Benz C-Class C200 Mild Hybrid Exclusive,mercedes-benz,c200,luxury sedan,"parf car, low mileage car, hybrid cars",auto,petrol-electric
3811,1019981,Toyota Vellfire 2.5A Z A-Edition Moonroof,toyota,vellfire,mpv,"parf car, premium ad car",auto,unknown
3812,1017690,BMW 1 Series 118i 5DR ,bmw,118i,hatchback,"coe car, premium ad car, low mileage car",auto,unknown
3813,996083,Honda Stream 1.8A ,honda,stream,mpv,"coe car, consignment car",auto,unknown
3814,1017781,Audi A6 1.8A TFSI Ultra S-tronic,audi,a6,luxury sedan,parf car,auto,unknown
3815,1020672,BMW X4 xDrive20i,bmw,x4,suv,parf car,auto,unknown
3816,1026473,Mitsubishi Lancer EX 1.6A Sports,undetermined,lancer,mid-sized sedan,parf car,auto,unknown
3817,1028689,Land Rover Defender 110 Hardtop,land rover,defender,truck,direct owner sale,manual,diesel
3818,1031178,Audi A5 Sportback 2.0A TFSI S-tronic Design,audi,a5,luxury sedan,parf car,auto,unknown
3819,1004170,Isuzu NHR87A,isuzu,nhr87a,truck,premium ad car,manual,diesel
3820,1029521,Jaguar XF 2.0A GTDI Luxury,jaguar,xf,luxury sedan,parf car,auto,unknown
3821,1017056,Mitsubishi Attrage 1.2A,mitsubishi,attrage,mid-sized sedan,parf car,auto,unknown
3822,1029982,Toyota Corolla Altis 1.6A,toyota,corolla,mid-sized sedan,parf car,auto,unknown
3823,982511,Hyundai Elantra 1.6A GLS Elite ,hyundai,elantra,mid-sized sedan,"opc car, parf car, premium ad car, sgcarmart warranty cars",auto,unknown
3824,1029185,Toyota Hiace 3.0M,toyota,hiace,van,-,manual,diesel
3825,1025749,Mitsubishi Fuso Canter FEB21,undetermined,fuso,truck,direct owner sale,manual,diesel
3826,1015050,Hyundai Elantra 1.6A GLS ,hyundai,elantra,mid-sized sedan,"opc car, parf car",auto,unknown
3827,985760,Mercedes-Benz E-Class E250 Avantgarde,mercedes-benz,e250,luxury sedan,parf car,auto,unknown
3828,1008362,Honda Accord Euro S 2.4A ,honda,accord,luxury sedan,"coe car, low mileage car",auto,unknown
3829,1022873,BMW M Series M6 Coupe,bmw,m6,sports car,"parf car, low mileage car",auto,unknown
3830,1026830,Suzuki Swift Sport 1.6A ,suzuki,swift,hatchback,"coe car, consignment car",auto,unknown
3831,951321,Lexus IS250 ,lexus,is,luxury sedan,coe car,auto,unknown
3832,1019705,Nissan Qashqai 1.2A DIG-T,nissan,qashqai,suv,"parf car, premium ad car",auto,unknown
3833,1027023,Toyota Rush 1.5A X ,toyota,rush,suv,"coe car, direct owner sale",auto,unknown
3834,1022389,Mazda 3 1.5A Sunroof,mazda,3,mid-sized sedan,parf car,auto,unknown
3835,1009659,BMW X3 sDrive20i M-Sport Sunroof,bmw,x3,suv,"parf car, premium ad car",auto,unknown
3836,1004988,Alfa Romeo MiTo 1.4A MultiAir TB,alfa romeo,mito,hatchback,parf car,auto,unknown
3837,1029355,Toyota Vios 1.5A G Sports ,toyota,vios,mid-sized sedan,"coe car, premium ad car",auto,unknown
3838,975425,Nissan X-Trail 2.0A 7-Seater Sunroof,nissan,x-trail,suv,"parf car, premium ad car, low mileage car",auto,unknown
3839,1023799,Mercedes-Benz 450SLC,mercedes-benz,450slc,mid-sized sedan,"parf car, direct owner sale, rare & exotic, vintage cars",auto,unknown
3840,1007891,Land Rover Discovery Sport Diesel 2.0A SE 5-Seater,land rover,discovery,suv,"parf car, premium ad car",auto,diesel
3841,1000821,Toyota Wish 1.8A ,undetermined,wish,mpv,coe car,auto,unknown
3842,1024039,BMW 3 Series 320i,bmw,320i,luxury sedan,"parf car, direct owner sale",auto,unknown
3843,1023014,Nissan X-Trail 2.0A Premium 7-Seater Sunroof,nissan,x-trail,suv,"parf car, premium ad car",auto,unknown
3844,1018582,Mitsubishi Eclipse Cross 1.5A,mitsubishi,eclipse,suv,"parf car, premium ad car",auto,unknown
3845,1025786,Hyundai Elantra 1.6A GLS ,undetermined,elantra,mid-sized sedan,"coe car, low mileage car",auto,unknown
3846,1026371,Mazda 5 2.0A Sunroof,mazda,2,mpv,"parf car, sgcarmart warranty cars",auto,unknown
3847,1001642,Honda Odyssey 2.4A ,honda,odyssey,mpv,coe car,auto,unknown
3848,1016083,Land Rover Range Rover Sport Diesel 3.0A 7-Seater,land rover,range,suv,parf car,auto,diesel
3849,1002881,Toyota Corolla Altis 1.6A Classic,undetermined,corolla,mid-sized sedan,parf car,auto,unknown
3850,1019311,Toyota Corolla Altis 1.6A ,undetermined,corolla,mid-sized sedan,coe car,auto,unknown
3851,996059,Mercedes-Benz C-Class C180K Avantgarde ,mercedes-benz,c180,luxury sedan,"coe car, premium ad car",auto,unknown
3852,1001577,MINI Cooper S Clubman 2.0A,mini,cooper,sports car,"parf car, premium ad car, low mileage car, sgcarmart warranty cars",auto,unknown
3853,1021212,Honda Fit 1.3A G ,honda,fit,hatchback,coe car,auto,unknown
3854,1028015,Mercedes-Benz C-Class C180 Coupe ,mercedes-benz,c180,sports car,coe car,auto,unknown
3855,1011743,Porsche Cayenne Coupe 3.0A Tip,porsche,cayenne,suv,"parf car, rare & exotic, consignment car",auto,unknown
3856,1024422,Land Rover Range Rover Evoque 2.0A 5DR Sunroof,land rover,range,suv,parf car,auto,unknown
3857,929703,Suzuki SX4 S-Cross 1.0A,suzuki,sx4,suv,"parf car, premium ad car",auto,unknown
3858,994280,Audi A4 2.0A TFSI S-tronic,audi,a4,luxury sedan,parf car,auto,unknown
3859,1026845,Hyundai Avante 1.6A GLS S,hyundai,avante,mid-sized sedan,parf car,auto,unknown
3860,1007922,BMW 7 Series 730Li Sunroof,bmw,730li,luxury sedan,"parf car, premium ad car, low mileage car",auto,unknown
3861,1022370,BMW Z4 sDrive20i,bmw,z4,sports car,"parf car, consignment car, low mileage car",auto,unknown
3862,1023369,Honda Stream 1.8A X ,honda,stream,mpv,coe car,auto,unknown
3863,1019702,Honda Airwave 1.5A M ,honda,airwave,stationwagon,coe car,auto,unknown
3864,1002277,Mercedes-Benz E-Class E300 Avantgarde,mercedes-benz,e300,luxury sedan,parf car,auto,unknown
3865,1022381,Kia Cerato Forte 1.6A EX ,kia,cerato,mid-sized sedan,"coe car, premium ad car",auto,unknown
3866,1005235,Nissan NV200 1.6A DX,nissan,nv200,van,"almost new car, premium ad car",auto,petrol
3867,1022512,Toyota Vellfire 2.4A Z Platinum Selection,toyota,vellfire,mpv,parf car,auto,unknown
3868,998322,Nissan Qashqai 1.2A DIG-T,nissan,qashqai,suv,"parf car, premium ad car",auto,unknown
3869,1022477,Mazda 3 Mild Hybrid 1.5A Classic,mazda,3,mid-sized sedan,"parf car, almost new car, hybrid cars",auto,petrol-electric
3870,1031182,Citroen Berlingo L2 1.6A BlueHDi,citroen,berlingo,van,-,auto,diesel
3871,995533,Hyundai Starex 2.5M CRDi ,hyundai,starex,van,coe car,manual,diesel
3872,985686,Mercedes-Benz GLE-Class GLE43 Coupe AMG 4MATIC Night Edtion,mercedes-benz,amg,suv,"imported used vehicle, coe car",auto,unknown
3873,1012175,Mercedes-Benz CLA-Class CLA180,mercedes-benz,cla180,luxury sedan,parf car,auto,unknown
3874,1028572,BMW X5 xDrive35i 7-Seater Sunroof,bmw,x5,suv,"parf car, consignment car",auto,unknown
3875,1008587,Toyota Wish 1.8A X ,toyota,wish,mpv,"coe car, low mileage car",auto,unknown
3876,1028087,Toyota Corolla Axio 1.5A X ,toyota,corolla,mid-sized sedan,"coe car, premium ad car",auto,unknown
3877,1025267,Porsche 911 Carrera Coupe 3.4A PDK,porsche,911,sports car,"parf car, rare & exotic, almost new car, premium ad car",auto,unknown
3878,956498,Audi A3 Sedan 1.4A TFSI S-tronic Ambiente,audi,a3,luxury sedan,"parf car, consignment car",auto,unknown
3879,1031082,Kia Sorento Diesel 2.2A CRDi GT Line Sunroof,kia,sorento,suv,parf car,auto,diesel
3880,1022394,Mitsubishi Evolution 10 GSR SST ,mitsubishi,evolution,sports car,"coe car, direct owner sale, low mileage car",auto,unknown
3881,1019751,Nissan Sylphy 1.6A,nissan,sylphy,mid-sized sedan,"parf car, premium ad car",auto,unknown
3882,1030337,Volkswagen Jetta 1.4A TSI ,volkswagen,jetta,mid-sized sedan,coe car,auto,unknown
3883,1020089,Honda Fit 1.3A G ,undetermined,fit,hatchback,coe car,auto,unknown
3884,1021647,Kia Cerato Forte 1.6A EX ,undetermined,cerato,mid-sized sedan,"coe car, premium ad car",auto,unknown
3885,990610,Nissan NV200 1.6A DX,nissan,nv200,van,"almost new car, low mileage car",auto,petrol
3886,1025433,Hyundai Elantra 1.6A GLS,hyundai,elantra,mid-sized sedan,parf car,auto,unknown
3887,1007376,Mercedes-Benz A-Class A200 AMG Line,mercedes-benz,a200,hatchback,"parf car, premium ad car",auto,unknown
3888,1012812,Mercedes-Benz A-Class A200 Style,mercedes-benz,a200,hatchback,parf car,auto,unknown
3889,1030420,Ssangyong Tivoli 1.6A,ssangyong,tivoli,suv,parf car,auto,unknown
3890,1009032,Mercedes-Benz GLC-Class GLC300 4MATIC,mercedes-benz,glc300,suv,"parf car, low mileage car",auto,unknown
3891,1012505,Peugeot 308 SW 1.2A PureTech Allure Glass Roof,peugeot,308,stationwagon,"parf car, direct owner sale",auto,unknown
3892,1006907,BMW 2 Series 216i Active Tourer,bmw,216i,hatchback,"parf car, premium ad car",auto,unknown
3893,985797,Nissan NV200 1.5M,nissan,nv200,van,premium ad car,manual,diesel
3894,1028600,Nissan Qashqai 1.2A DIG-T Premium,nissan,qashqai,suv,"parf car, low mileage car",auto,unknown
3895,1027747,Mercedes-Benz S-Class S320L,mercedes-benz,s320l,luxury sedan,parf car,auto,unknown
3896,1024688,Honda Fit 1.3A G ,undetermined,fit,hatchback,coe car,auto,unknown
3897,1027356,Honda Fit Hybrid 1.5A,undetermined,fit,hatchback,"parf car, direct owner sale, hybrid cars",auto,petrol-electric
3898,992983,Mitsubishi Fuso Fighter FK62,mitsubishi,fuso,truck,premium ad car,manual,diesel
3899,1006992,Hino XZU710R,hino,xzu710r,truck,premium ad car,manual,diesel
3900,1008182,Honda Freed Hybrid 1.5A G Honda Sensing,honda,freed,mpv,"parf car, direct owner sale, hybrid cars",auto,petrol-electric
3901,1025981,Mercedes-Benz E-Class E63 S AMG 4MATIC,undetermined,amg,sports car,"imported used vehicle, parf car, rare & exotic",auto,unknown
3902,1024335,Nissan Qashqai 1.2A DIG-T Premium,nissan,qashqai,suv,parf car,auto,unknown
3903,1018859,Toyota Corolla Altis 1.6A ,undetermined,corolla,mid-sized sedan,"coe car, direct owner sale",auto,unknown
3904,1021305,BMW 5 Series 528i Highline,bmw,528i,luxury sedan,"parf car, premium ad car, sgcarmart warranty cars",auto,unknown
3905,1026547,Audi RS 6 Avant Mild Hybrid 4.0A TFSI Quattro,audi,rs,stationwagon,"parf car, rare & exotic, almost new car, premium ad car, low mileage car, hybrid cars",auto,petrol-electric
3906,1029712,BMW 5 Series 523i ,bmw,523i,luxury sedan,"coe car, direct owner sale",auto,unknown
3907,1023632,Lexus ES250 Luxury Sunroof,lexus,es,luxury sedan,"parf car, premium ad car, sgcarmart warranty cars",auto,unknown
3908,1030165,Fiat Doblo Cargo Maxi 1.6A Multijet,fiat,doblo,van,-,auto,diesel
3909,1011556,Isuzu NNR85,isuzu,nnr85,truck,-,auto,diesel
3910,1015320,Toyota Dyna 150 3.0M,undetermined,dyna,truck,-,manual,diesel
3911,1008100,Toyota Corolla Altis 1.6A Elegance,undetermined,corolla,mid-sized sedan,"parf car, premium ad car, sgcarmart warranty cars",auto,unknown
3912,1022053,BMW 5 Series 520i ,bmw,520i,luxury sedan,"coe car, premium ad car",auto,unknown
3913,1028513,Mercedes-Benz C-Class C180 Avantgarde,mercedes-benz,c180,luxury sedan,"parf car, premium ad car",auto,unknown
3914,1028885,Mercedes-Benz E-Class E250 AMG Line Edition E Sunroof,mercedes-benz,amg,luxury sedan,"parf car, premium ad car",auto,unknown
3915,1005632,Honda Vezel 1.5A X Honda Sensing,undetermined,vezel,suv,"parf car, sgcarmart warranty cars",auto,unknown
3916,1030801,BMW 3 Series 316i,bmw,316i,luxury sedan,"parf car, direct owner sale, low mileage car",auto,unknown
3917,1013502,Jaguar XF 2.0A Prestige,jaguar,xf,luxury sedan,"parf car, direct owner sale",auto,unknown
3918,1028722,Toyota Harrier 2.0A Turbo M,toyota,harrier,suv,parf car,auto,unknown
3919,987281,Toyota Sienta 1.5A G,toyota,sienta,mpv,parf car,auto,unknown
3920,1014108,Jaguar F-Type Coupe R 5.0A,jaguar,f-type,sports car,"parf car, consignment car, low mileage car",auto,unknown
3921,1016550,Honda Shuttle 1.5A G LED Honda Sensing ,undetermined,shuttle,stationwagon,"opc car, parf car, almost new car, low mileage car",auto,unknown
3922,974145,Alfa Romeo Giulietta 1.4A Turbo,alfa romeo,giulietta,hatchback,"parf car, direct owner sale",auto,unknown
3923,1017109,Mazda 3 1.5A Deluxe,mazda,3,mid-sized sedan,parf car,auto,unknown
3924,1029258,Mercedes-Benz C-Class C200 AMG Line,mercedes-benz,amg,luxury sedan,parf car,auto,unknown
3925,1023910,Audi SQ5 3.0A TFSI Quattro,audi,sq5,suv,"parf car, low mileage car",auto,unknown
3926,1015986,Toyota Sienta 1.5A G,toyota,sienta,mpv,parf car,auto,unknown
3927,1017371,Audi A5 Sportback 2.0A TFSI Quattro ,audi,a5,luxury sedan,"coe car, premium ad car",auto,unknown
3928,1030338,Toyota Estima 2.4A ,toyota,estima,mpv,coe car,auto,unknown
3929,983960,BMW 5 Series 523i ,bmw,523i,luxury sedan,"coe car, direct owner sale",auto,unknown
3930,941994,Mitsubishi Triton L200 Double-Cab 2.4M,mitsubishi,triton,truck,-,manual,diesel
3931,1005801,Honda Vezel 1.5A X,undetermined,vezel,suv,"parf car, almost new car, low mileage car",auto,unknown
3932,955702,Honda Shuttle 1.5A G,honda,shuttle,stationwagon,parf car,auto,unknown
3933,1027284,Honda Civic 1.6A VTi,honda,civic,mid-sized sedan,"parf car, premium ad car",auto,unknown
3934,972116,Toyota Alphard 3.5A S,toyota,alphard,mpv,parf car,auto,unknown
3935,1004667,Toyota Rav4 2.0A Premium,toyota,rav4,suv,"parf car, direct owner sale",auto,unknown
3936,1013977,Subaru Impreza 4D 2.0i-S EyeSight,subaru,impreza,mid-sized sedan,"parf car, premium ad car",auto,unknown
3937,1008775,Nissan Qashqai 1.2A DIG-T Premium,nissan,qashqai,suv,parf car,auto,unknown
